RESP,ABP1,ABP2,ABP3,SPO2,HR,PULSE,ALARM
28,119,195,83,98,98,97,FALSE
27,118,195,83,98,97,96,FALSE
26,117,194,82,98,97,95,FALSE
18,117,193,82,98,96,95,FALSE
18,116,193,81,98,96,94,FALSE
18,115,192,81,98,95,93,FALSE
17,114,191,80,99,95,92,FALSE
17,114,191,80,99,92,91,FALSE
17,114,191,80,99,92,89,FALSE
16,114,190,79,99,90,89,FALSE
16,114,191,79,99,90,87,FALSE
16,115,191,80,99,89,87,FALSE
16,115,191,80,99,89,87,FALSE
16,116,191,81,99,88,88,FALSE
16,117,193,82,99,88,89,FALSE
16,117,193,82,99,89,90,FALSE
14,118,193,82,99,89,91,FALSE
14,120,195,83,99,90,91,FALSE
14,121,196,84,99,90,92,FALSE
14,122,197,85,99,91,93,FALSE
14,123,197,86,99,91,93,FALSE
13,123,197,86,99,94,94,FALSE
13,123,198,86,99,94,96,FALSE
13,123,198,86,99,95,96,FALSE
13,123,199,85,99,95,96,FALSE
13,122,198,85,99,96,95,FALSE
13,122,199,85,99,96,94,FALSE
13,122,199,85,100,95,92,FALSE
13,121,198,85,100,95,92,FALSE
13,121,198,84,100,93,90,FALSE
13,121,198,84,100,93,90,FALSE
17,120,197,84,100,91,89,FALSE
17,120,197,83,100,91,88,FALSE
17,120,196,84,100,89,88,FALSE
17,120,196,84,100,89,88,FALSE
17,121,198,84,100,88,88,FALSE
17,121,198,84,100,88,88,FALSE
17,121,198,84,100,89,89,FALSE
17,122,199,84,100,89,89,FALSE
17,122,199,84,99,89,89,FALSE
17,121,198,84,99,89,89,FALSE
17,121,198,84,99,89,87,FALSE
17,121,199,84,99,88,85,FALSE
17,121,198,84,99,88,85,FALSE
17,122,198,84,99,87,85,FALSE
17,124,199,85,100,87,85,FALSE
19,124,200,86,100,87,87,FALSE
21,125,200,87,100,87,90,FALSE
20,127,202,88,100,89,92,FALSE
21,127,202,89,100,89,95,FALSE
21,129,204,89,100,93,96,FALSE
21,130,206,90,100,93,97,FALSE
21,130,206,90,100,96,97,FALSE
21,130,208,90,100,96,97,FALSE
21,130,207,90,100,97,,FALSE
19,129,207,90,100,97,97,FALSE
19,128,207,89,100,97,96,FALSE
19,128,206,89,100,97,95,FALSE
19,125,204,87,100,96,95,FALSE
19,124,204,86,100,96,94,FALSE
19,122,202,85,100,95,92,FALSE
17,121,200,84,100,95,91,FALSE
17,120,198,83,100,91,88,FALSE
17,120,198,83,100,91,87,FALSE
17,120,198,83,100,89,87,FALSE
17,120,198,83,100,89,87,FALSE
17,122,199,84,100,88,87,FALSE
17,123,200,85,100,88,89,FALSE
17,124,201,86,100,88,90,FALSE
17,126,203,87,100,88,91,FALSE
17,126,204,88,100,90,92,FALSE
17,126,205,88,100,90,93,FALSE
17,127,205,88,100,93,93,FALSE
17,126,205,87,100,93,93,FALSE
17,125,204,87,100,93,93,FALSE
17,124,203,86,100,93,91,FALSE
17,124,203,86,100,92,90,FALSE
15,123,202,85,100,92,89,FALSE
15,122,202,85,100,91,88,FALSE
15,122,202,84,100,91,86,FALSE
15,121,201,84,100,88,86,FALSE
15,121,200,83,100,88,86,FALSE
15,121,201,83,100,87,85,FALSE
15,121,201,83,100,86,85,FALSE
16,121,200,83,100,86,85,FALSE
16,122,200,84,100,86,85,FALSE
19,122,200,84,100,86,85,FALSE
19,124,202,85,100,86,86,FALSE
19,125,202,86,100,86,88,FALSE
19,126,203,87,100,88,89,FALSE
19,126,204,87,100,88,91,FALSE
19,123,205,87,100,91,91,FALSE
18,122,204,85,100,91,89,FALSE
17,123,204,85,100,93,89,FALSE
16,122,203,84,100,93,88,FALSE
15,121,201,84,99,94,88,FALSE
15,122,201,84,99,94,87,FALSE
15,122,201,84,99,93,87,FALSE
15,121,201,84,99,93,87,FALSE
15,121,200,83,99,92,89,FALSE
15,121,200,83,99,92,89,FALSE
15,121,200,83,99,88,89,FALSE
15,120,199,83,99,88,89,FALSE
15,120,199,83,99,90,88,FALSE
15,120,199,83,99,90,87,FALSE
15,120,199,83,99,89,87,FALSE
15,121,200,83,99,89,87,FALSE
16,120,200,83,99,88,87,FALSE
17,120,199,83,99,88,87,FALSE
16,120,200,83,99,87,86,FALSE
15,120,200,83,99,87,86,FALSE
17,120,200,83,99,87,86,FALSE
17,120,200,83,99,87,85,FALSE
17,121,201,83,99,85,84,FALSE
17,120,200,83,99,85,84,FALSE
17,121,200,83,99,85,83,FALSE
17,121,201,83,99,85,83,FALSE
22,120,200,83,99,84,83,FALSE
22,121,200,83,99,84,83,FALSE
22,122,200,83,99,83,83,FALSE
22,122,200,84,99,83,85,FALSE
22,123,202,85,99,85,86,FALSE
22,124,203,85,99,85,89,FALSE
22,123,203,85,99,88,90,FALSE
22,123,203,85,99,88,90,FALSE
22,122,203,84,99,88,90,FALSE
22,121,202,83,99,89,90,FALSE
22,121,202,83,99,89,86,FALSE
22,121,201,83,99,87,85,FALSE
22,120,201,83,99,87,84,FALSE
21,121,201,83,99,85,82,FALSE
20,121,202,83,99,85,82,FALSE
22,121,201,83,99,83,82,FALSE
22,122,201,83,99,83,82,FALSE
22,122,202,83,99,82,83,FALSE
23,122,201,83,99,82,84,FALSE
23,123,202,84,99,84,85,FALSE
23,124,203,85,99,84,85,FALSE
22,124,202,85,99,85,86,FALSE
22,125,203,86,99,85,88,FALSE
22,126,204,87,99,89,89,FALSE
21,128,205,88,99,89,92,FALSE
21,128,206,88,99,92,94,FALSE
23,127,206,88,99,92,94,FALSE
23,126,206,87,99,94,94,FALSE
23,125,205,86,99,94,94,FALSE
22,123,204,85,99,94,94,FALSE
21,122,201,84,99,94,92,FALSE
20,121,200,83,99,93,90,FALSE
19,119,198,82,99,93,87,FALSE
18,118,197,82,99,90,87,FALSE
17,119,196,82,99,90,86,FALSE
16,118,196,82,99,87,86,FALSE
17,117,195,82,99,87,87,FALSE
17,117,195,82,99,87,87,FALSE
17,117,195,82,99,87,88,FALSE
17,117,194,82,99,88,88,FALSE
17,118,195,82,99,88,88,FALSE
17,118,195,83,99,88,88,FALSE
17,118,195,83,99,88,89,FALSE
17,120,196,83,99,89,89,FALSE
16,121,197,84,99,89,89,FALSE
17,121,197,85,99,90,91,FALSE
17,124,199,86,99,90,91,FALSE
18,124,200,86,99,92,92,FALSE
20,125,201,87,99,93,94,FALSE
19,126,202,88,99,93,95,FALSE
18,127,204,88,99,94,95,FALSE
19,127,204,88,99,94,96,FALSE
19,127,204,88,99,96,96,FALSE
27,126,203,88,99,96,96,FALSE
27,126,203,87,99,96,96,FALSE
27,126,203,87,99,96,96,FALSE
27,124,203,87,99,96,95,FALSE
27,124,202,86,99,96,95,FALSE
27,124,203,86,99,95,94,FALSE
27,123,202,85,99,95,93,FALSE
27,122,201,85,99,93,91,FALSE
26,122,202,85,99,93,90,FALSE
27,121,201,84,99,91,88,FALSE
26,121,201,84,99,91,87,FALSE
26,122,201,84,99,88,86,FALSE
26,123,201,84,99,88,86,FALSE
26,124,202,85,99,87,87,FALSE
26,125,203,86,99,87,87,FALSE
23,126,204,87,99,87,88,FALSE
23,128,206,88,99,87,91,FALSE
23,129,207,89,99,90,93,FALSE
23,130,208,89,99,90,94,FALSE
23,131,209,90,99,93,95,FALSE
23,131,210,90,99,93,95,FALSE
23,131,210,90,99,95,95,FALSE
23,131,210,90,99,95,95,FALSE
24,130,209,89,99,95,95,FALSE
24,129,209,89,99,95,94,FALSE
24,129,209,88,99,95,94,FALSE
24,127,207,87,99,95,93,FALSE
24,127,207,87,99,94,92,FALSE
24,126,206,86,99,94,91,FALSE
24,125,205,86,99,93,91,FALSE
20,123,204,85,99,93,90,FALSE
20,123,204,85,99,91,89,FALSE
20,122,203,84,99,91,89,FALSE
20,122,202,84,99,90,89,FALSE
20,122,202,84,99,90,87,FALSE
20,122,202,83,99,88,86,FALSE
20,121,202,83,99,87,86,FALSE
20,121,202,83,99,87,86,FALSE
20,121,202,83,99,86,86,FALSE
19,117,202,80,99,86,85,FALSE
19,117,200,80,99,88,85,FALSE
19,118,199,81,99,88,82,FALSE
20,118,199,81,99,86,82,FALSE
21,120,199,82,99,86,82,FALSE
20,122,200,84,99,87,83,FALSE
21,124,202,85,99,87,86,FALSE
21,126,203,86,99,91,92,FALSE
21,126,205,87,99,91,95,FALSE
21,126,205,87,99,90,95,FALSE
21,126,206,87,99,90,95,FALSE
21,126,206,86,99,95,95,FALSE
25,124,204,85,99,95,94,FALSE
24,124,203,85,99,94,93,FALSE
23,124,203,85,99,94,89,FALSE
26,123,203,85,99,92,88,FALSE
26,123,202,84,99,92,88,FALSE
26,123,203,84,99,89,88,FALSE
30,122,202,84,99,89,88,FALSE
30,122,201,84,99,89,88,FALSE
29,122,201,84,99,89,88,FALSE
27,122,201,83,99,88,88,FALSE
27,122,200,83,99,88,88,FALSE
27,122,201,84,99,88,88,FALSE
26,123,201,84,99,88,88,FALSE
26,124,203,85,99,89,90,FALSE
26,126,204,86,99,89,91,FALSE
27,127,204,87,99,91,92,FALSE
27,130,207,89,99,91,94,FALSE
27,130,208,90,99,92,96,FALSE
27,131,209,90,99,92,97,FALSE
26,132,211,91,99,95,98,FALSE
25,131,211,90,99,95,98,FALSE
24,129,209,88,99,97,97,FALSE
23,128,209,88,99,97,97,FALSE
20,126,206,86,99,96,94,FALSE
20,124,204,85,99,96,92,FALSE
20,124,203,85,99,94,92,FALSE
18,122,201,84,99,93,92,FALSE
18,122,200,84,99,93,93,FALSE
18,123,201,84,99,93,93,FALSE
18,123,201,84,99,93,95,FALSE
18,123,202,84,99,94,95,FALSE
18,124,204,85,99,94,95,FALSE
18,123,203,85,99,95,95,FALSE
18,124,204,85,99,95,94,FALSE
18,124,204,85,99,94,93,FALSE
16,121,204,85,99,94,93,FALSE
16,120,203,83,99,93,91,FALSE
16,120,203,83,99,93,91,FALSE
16,121,202,83,99,92,86,FALSE
16,122,202,83,99,92,87,FALSE
16,123,203,84,99,92,87,FALSE
15,124,205,85,99,92,87,FALSE
16,125,206,85,99,93,87,FALSE
16,124,205,85,99,93,90,FALSE
16,124,205,85,99,89,90,FALSE
16,125,205,85,99,89,90,FALSE
16,125,205,85,99,91,89,FALSE
16,126,205,86,99,91,89,FALSE
15,127,206,87,99,90,90,FALSE
14,127,206,87,99,90,90,FALSE
13,126,206,87,99,91,93,FALSE
12,126,206,86,99,91,93,FALSE
11,125,205,86,99,92,93,FALSE
10,123,203,85,99,92,92,FALSE
9,123,202,84,99,92,90,FALSE
8,122,201,84,99,92,89,FALSE
14,122,201,83,99,91,88,FALSE
14,122,201,83,99,91,88,FALSE
14,121,200,83,99,90,88,FALSE
15,121,200,83,99,90,88,FALSE
15,122,201,83,99,88,88,FALSE
15,121,201,83,99,88,88,FALSE
15,122,200,83,99,89,88,FALSE
15,123,201,84,99,89,88,FALSE
15,124,201,85,99,89,88,FALSE
15,127,204,87,99,88,90,FALSE
15,128,205,88,99,90,92,FALSE
15,129,206,89,99,90,94,FALSE
15,130,208,90,99,94,97,FALSE
15,130,208,90,99,94,97,FALSE
15,129,208,89,99,96,97,FALSE
15,129,208,89,99,96,97,FALSE
15,128,206,88,99,97,96,FALSE
15,127,205,88,99,97,95,FALSE
15,126,204,88,99,96,94,FALSE
15,125,202,87,99,96,94,FALSE
15,125,202,87,99,95,94,FALSE
14,124,201,86,99,95,94,FALSE
14,124,200,86,99,95,95,FALSE
14,123,199,86,99,95,95,FALSE
14,123,199,86,99,95,96,FALSE
14,123,200,86,99,95,96,FALSE
18,123,200,86,99,96,96,FALSE
18,123,200,86,99,96,96,FALSE
18,124,201,86,99,96,95,FALSE
20,124,201,86,99,96,95,FALSE
19,125,203,87,99,96,95,FALSE
20,125,204,87,99,96,95,FALSE
22,125,205,86,99,96,95,FALSE
21,125,206,86,99,96,94,FALSE
26,125,205,86,99,94,93,FALSE
26,125,205,86,99,94,91,FALSE
26,125,205,86,99,92,90,FALSE
26,125,205,86,99,92,90,FALSE
26,126,206,86,99,91,90,FALSE
26,127,207,87,99,91,90,FALSE
25,128,207,87,99,90,92,FALSE
25,128,207,88,99,90,92,FALSE
25,128,208,88,99,92,93,FALSE
28,129,209,89,99,92,95,FALSE
28,129,210,89,99,94,95,FALSE
29,129,209,88,99,94,95,FALSE
29,129,210,88,99,95,95,FALSE
29,127,209,87,99,95,95,FALSE
25,126,208,86,99,96,95,FALSE
25,125,207,86,99,96,92,FALSE
25,125,207,85,99,94,91,FALSE
23,123,205,84,99,92,89,FALSE
23,123,205,84,99,92,89,FALSE
23,122,205,84,99,89,87,FALSE
23,121,203,83,99,89,86,FALSE
20,121,203,83,99,87,86,FALSE
20,121,204,83,99,87,85,FALSE
20,121,203,83,99,86,85,FALSE
20,121,203,83,99,86,85,FALSE
20,122,204,83,99,86,85,FALSE
20,122,204,83,99,86,85,FALSE
19,122,203,83,99,86,85,FALSE
19,123,204,84,99,86,85,FALSE
19,123,204,84,99,86,85,FALSE
20,123,204,84,99,86,87,FALSE
20,123,204,84,99,87,87,FALSE
20,123,204,84,99,87,87,FALSE
19,124,204,84,99,88,88,FALSE
19,124,205,85,99,88,88,FALSE
19,124,205,85,99,88,89,FALSE
19,125,205,85,99,88,89,FALSE
19,127,206,87,99,89,89,FALSE
19,129,207,88,99,89,91,FALSE
19,130,209,89,99,91,93,FALSE
19,131,210,90,99,91,95,FALSE
19,131,211,89,99,94,97,FALSE
19,130,211,89,99,94,97,FALSE
19,126,211,89,99,96,97,FALSE
18,125,210,86,99,96,97,FALSE
18,122,206,84,99,96,95,FALSE
18,121,204,83,99,94,88,FALSE
18,121,202,82,99,94,86,FALSE
18,121,201,82,99,94,85,FALSE
18,120,200,82,99,92,85,FALSE
18,121,201,83,99,92,85,FALSE
18,121,201,83,99,91,92,FALSE
19,121,201,83,99,91,93,FALSE
19,121,202,83,99,92,93,FALSE
19,121,202,83,99,92,93,FALSE
19,121,201,83,99,93,93,FALSE
19,122,202,83,99,93,91,FALSE
19,122,202,83,99,92,90,FALSE
19,121,202,83,99,92,90,FALSE
19,122,202,83,99,92,89,FALSE
19,123,203,84,99,90,89,FALSE
18,122,203,84,99,90,89,FALSE
18,124,204,84,99,89,89,FALSE
19,124,204,85,99,89,89,FALSE
19,125,203,85,99,89,89,FALSE
19,127,206,87,99,89,89,FALSE
21,129,207,88,99,90,92,FALSE
21,130,208,89,99,90,94,FALSE
21,131,210,90,99,93,95,FALSE
21,131,210,90,99,93,97,FALSE
21,131,211,90,99,96,97,FALSE
18,129,210,89,99,96,97,FALSE
18,128,208,88,99,97,96,FALSE
18,127,208,87,99,97,96,FALSE
18,126,207,86,99,96,94,FALSE
18,124,205,85,99,96,93,FALSE
18,123,205,84,99,94,93,FALSE
18,121,203,83,99,94,90,FALSE
18,121,203,83,99,91,89,FALSE
18,121,203,83,99,91,87,FALSE
18,120,202,82,99,89,87,FALSE
18,117,202,82,99,89,86,FALSE
19,116,202,80,99,87,85,FALSE
21,115,199,79,99,87,85,FALSE
21,116,198,79,99,86,80,FALSE
21,117,200,80,99,86,80,FALSE
20,118,200,81,99,86,81,FALSE
20,119,201,81,98,86,81,FALSE
20,120,202,82,98,87,81,FALSE
20,121,203,83,98,87,81,FALSE
25,121,203,83,98,87,82,FALSE
25,122,204,83,98,87,82,FALSE
24,123,205,84,98,84,81,FALSE
26,123,205,84,98,84,81,FALSE
26,124,206,85,99,87,81,FALSE
26,123,207,85,99,87,81,FALSE
25,123,206,84,99,86,81,FALSE
25,123,206,84,99,86,82,FALSE
25,122,205,84,99,84,82,FALSE
27,122,204,83,99,84,82,FALSE
27,122,204,83,99,84,81,FALSE
26,122,204,83,99,83,81,FALSE
25,122,204,83,99,83,81,FALSE
24,122,204,83,99,82,81,FALSE
22,122,204,83,99,82,82,FALSE
26,122,203,83,99,82,83,FALSE
25,122,204,83,99,82,83,FALSE
24,122,204,83,99,83,83,FALSE
26,122,204,84,99,83,83,FALSE
26,123,204,84,99,83,83,FALSE
23,123,205,84,99,83,83,FALSE
26,123,204,84,99,84,84,FALSE
26,123,205,84,99,84,84,FALSE
25,123,205,84,99,84,84,FALSE
24,123,205,84,99,84,84,FALSE
23,123,205,84,99,85,84,FALSE
22,123,205,84,99,85,84,FALSE
22,122,205,84,99,85,84,FALSE
25,122,204,83,99,85,84,FALSE
24,121,204,83,99,84,84,FALSE
23,120,202,82,99,84,83,FALSE
22,120,202,82,99,83,82,FALSE
21,120,202,82,99,83,81,FALSE
25,119,201,81,99,82,81,FALSE
25,119,201,81,99,82,81,FALSE
24,119,201,81,99,82,81,FALSE
22,119,201,81,99,82,80,FALSE
22,119,200,81,99,81,80,FALSE
22,119,201,81,99,81,80,FALSE
22,119,200,81,99,81,80,FALSE
22,119,200,81,99,81,81,FALSE
21,119,201,81,99,81,81,FALSE
19,119,201,81,98,81,81,FALSE
21,119,200,81,98,82,82,FALSE
21,119,200,82,98,82,82,FALSE
21,120,201,82,98,82,83,FALSE
19,120,200,82,98,82,83,FALSE
19,122,201,83,98,83,83,FALSE
19,122,202,83,98,83,83,FALSE
21,123,203,84,98,85,86,FALSE
21,123,204,84,98,86,88,FALSE
20,123,204,84,98,86,88,FALSE
24,122,203,84,98,87,88,FALSE
23,122,203,84,98,87,88,FALSE
22,122,203,83,98,88,88,FALSE
21,120,201,83,98,88,87,FALSE
20,120,201,82,98,88,86,FALSE
24,120,201,82,98,88,86,FALSE
21,119,200,81,98,87,86,FALSE
20,118,200,81,98,87,86,FALSE
19,118,199,81,98,85,84,FALSE
26,117,198,80,98,85,83,FALSE
25,117,198,80,98,84,82,FALSE
26,118,199,81,98,84,82,FALSE
31,118,198,80,98,83,82,FALSE
30,119,199,81,98,83,82,FALSE
29,119,200,81,98,83,82,FALSE
30,118,199,81,98,83,83,FALSE
30,119,200,81,98,83,83,FALSE
30,119,200,81,98,83,83,FALSE
27,119,199,81,98,84,84,FALSE
27,119,199,81,98,84,84,FALSE
27,120,200,82,98,84,84,FALSE
30,120,200,82,98,84,84,FALSE
30,121,201,82,98,85,85,FALSE
30,121,201,83,98,85,85,FALSE
30,121,201,83,98,85,86,FALSE
29,121,201,83,98,85,86,FALSE
27,122,202,84,98,86,87,FALSE
30,122,203,83,98,87,87,FALSE
29,122,203,83,98,87,87,FALSE
28,121,202,83,98,87,87,FALSE
26,120,201,83,98,87,87,FALSE
26,121,201,83,98,87,87,FALSE
26,120,201,83,98,87,86,FALSE
26,119,200,82,98,87,86,FALSE
26,120,200,82,98,87,86,FALSE
26,120,200,83,98,87,86,FALSE
26,119,199,82,98,87,86,FALSE
26,120,200,82,98,86,86,FALSE
26,120,200,83,98,86,86,FALSE
30,120,200,82,98,87,87,FALSE
29,120,201,82,98,87,87,FALSE
28,120,201,82,98,87,87,FALSE
29,119,200,82,98,87,87,FALSE
28,120,200,82,98,87,86,FALSE
27,120,200,82,98,86,86,FALSE
26,119,199,82,98,86,85,FALSE
26,120,200,82,98,86,85,FALSE
27,120,200,82,98,86,85,FALSE
31,119,199,82,98,86,85,FALSE
30,119,200,82,98,86,86,FALSE
29,119,200,82,98,86,86,FALSE
37,118,198,81,98,86,86,FALSE
37,119,199,81,98,86,86,FALSE
36,118,199,82,98,86,85,FALSE
32,118,198,81,98,86,85,FALSE
32,119,198,82,98,86,85,FALSE
32,119,199,82,98,85,85,FALSE
31,119,198,82,98,85,85,FALSE
31,119,199,82,98,86,87,FALSE
31,120,199,82,98,86,88,FALSE
30,119,199,82,98,88,88,FALSE
29,119,199,82,98,88,89,FALSE
28,119,199,82,98,88,89,FALSE
31,118,198,82,98,88,88,FALSE
31,119,198,82,98,88,88,FALSE
31,118,199,82,98,88,87,FALSE
26,118,197,81,98,88,87,FALSE
26,118,198,81,98,88,86,FALSE
27,118,198,81,98,87,86,FALSE
27,117,197,81,98,87,86,FALSE
26,118,198,81,98,87,86,FALSE
27,118,198,81,98,87,86,FALSE
31,118,197,81,98,86,86,FALSE
30,118,198,81,98,86,86,FALSE
29,117,197,81,98,86,85,FALSE
28,117,197,81,98,86,85,FALSE
27,118,197,81,98,86,85,FALSE
27,117,197,81,98,86,85,FALSE
27,118,197,81,98,85,86,FALSE
27,118,197,81,98,85,86,FALSE
26,117,196,81,98,86,86,FALSE
26,118,196,81,98,87,87,FALSE
29,118,197,82,98,87,87,FALSE
32,118,197,82,98,88,87,FALSE
32,119,198,82,98,88,87,FALSE
31,119,199,82,98,88,87,FALSE
28,118,198,82,98,88,87,FALSE
28,119,199,82,98,87,87,FALSE
28,119,199,82,98,87,86,FALSE
26,119,198,82,98,86,86,FALSE
26,121,200,83,98,86,86,FALSE
26,121,200,83,98,87,86,FALSE
31,121,199,83,98,87,88,FALSE
31,122,200,84,98,88,89,FALSE
30,123,201,85,98,88,90,FALSE
31,123,201,85,98,89,92,FALSE
30,124,202,86,98,89,93,FALSE
29,124,203,86,98,92,94,FALSE
30,123,203,85,98,92,94,FALSE
30,122,202,84,98,94,94,FALSE
29,121,202,84,98,94,93,FALSE
28,120,200,83,98,93,92,FALSE
27,119,199,82,98,93,91,FALSE
26,119,199,82,98,92,89,FALSE
26,118,198,82,98,92,88,FALSE
30,117,197,81,98,90,88,FALSE
29,117,197,81,98,90,87,FALSE
28,116,197,80,98,88,86,FALSE
29,116,196,80,98,88,86,FALSE
29,116,196,80,98,87,86,FALSE
29,115,195,80,98,87,85,FALSE
25,114,194,79,98,86,84,FALSE
25,115,195,80,98,86,84,FALSE
25,115,195,80,98,84,84,FALSE
25,115,194,80,98,84,83,FALSE
25,115,195,80,98,85,83,FALSE
24,116,195,80,98,85,83,FALSE
24,116,195,80,98,84,84,FALSE
25,116,195,80,98,84,85,FALSE
24,118,197,81,98,84,85,FALSE
29,118,197,81,98,84,85,FALSE
29,118,198,82,98,86,86,FALSE
29,118,198,82,98,86,86,FALSE
31,118,197,82,98,86,86,FALSE
31,118,197,82,98,86,86,FALSE
30,118,197,81,98,86,85,FALSE
31,117,196,81,98,86,85,FALSE
31,118,196,81,98,86,85,FALSE
31,118,196,81,98,86,85,FALSE
30,117,196,81,98,86,85,FALSE
30,117,196,81,98,86,85,FALSE
30,118,197,82,98,86,85,FALSE
30,118,196,82,98,86,86,FALSE
30,120,198,83,98,86,87,FALSE
30,120,198,83,98,87,88,FALSE
22,120,198,83,98,87,89,FALSE
22,120,198,83,98,89,90,FALSE
22,121,199,84,98,89,90,FALSE
22,121,199,84,98,90,90,FALSE
22,120,199,83,98,90,90,FALSE
22,121,199,83,98,90,90,FALSE
20,120,198,83,98,90,90,FALSE
22,120,198,83,98,91,90,FALSE
21,120,199,83,98,91,90,FALSE
22,119,198,83,98,90,90,FALSE
22,120,198,83,98,90,90,FALSE
22,119,198,83,98,89,88,FALSE
20,119,198,82,98,89,88,FALSE
20,119,197,82,98,89,88,FALSE
20,119,198,82,98,89,87,FALSE
20,118,197,82,98,88,86,FALSE
20,119,197,82,98,88,86,FALSE
20,119,197,82,98,87,86,FALSE
18,118,197,82,98,87,86,FALSE
18,119,198,82,98,87,86,FALSE
18,118,197,82,98,87,86,FALSE
23,118,197,82,98,87,87,FALSE
22,118,197,81,98,87,87,FALSE
21,117,197,81,98,87,87,FALSE
20,117,196,81,98,87,87,FALSE
19,117,196,81,98,87,87,FALSE
21,117,196,81,98,87,86,FALSE
22,117,196,81,98,87,86,FALSE
21,118,197,81,98,87,86,FALSE
20,118,197,81,98,87,86,FALSE
20,118,196,81,98,87,86,FALSE
20,118,197,81,98,87,86,FALSE
20,118,197,82,98,86,86,FALSE
20,119,197,82,98,86,87,FALSE
20,120,198,83,98,87,87,FALSE
20,117,198,83,98,87,88,FALSE
20,116,198,81,98,89,89,FALSE
20,116,197,81,98,89,89,FALSE
23,115,196,80,98,89,85,FALSE
23,116,195,80,98,89,85,FALSE
23,116,196,80,98,91,85,FALSE
22,116,195,80,98,91,84,FALSE
22,116,195,80,98,91,84,FALSE
22,116,196,80,98,91,87,FALSE
22,116,195,80,98,89,87,FALSE
22,116,195,80,98,89,86,FALSE
22,116,196,80,98,88,86,FALSE
18,116,195,80,98,88,86,FALSE
22,116,195,80,98,87,86,FALSE
21,116,195,80,98,87,85,FALSE
20,116,194,80,98,86,85,FALSE
19,116,194,80,98,86,85,FALSE
18,116,195,80,98,86,,FALSE
20,116,194,80,98,86,85,FALSE
19,117,194,80,98,86,86,FALSE
20,117,195,81,98,86,86,FALSE
22,117,194,81,98,86,87,FALSE
22,117,195,81,98,86,87,FALSE
23,117,195,81,98,87,88,FALSE
23,116,194,81,98,87,88,FALSE
23,117,195,81,98,88,88,FALSE
24,117,195,81,98,88,88,FALSE
32,116,194,81,98,88,88,FALSE
31,117,195,81,98,88,88,FALSE
28,116,195,81,98,88,88,FALSE
38,116,194,81,98,88,88,FALSE
37,117,195,81,98,88,88,FALSE
36,117,195,81,98,88,88,FALSE
32,116,194,81,98,88,88,FALSE
32,116,194,81,98,88,88,FALSE
32,117,195,81,98,88,88,FALSE
30,117,195,81,98,88,88,FALSE
30,118,196,81,98,88,88,FALSE
30,118,196,82,98,88,88,FALSE
27,118,196,82,98,88,89,FALSE
29,118,197,82,98,89,90,FALSE
28,118,197,82,98,89,90,FALSE
30,118,197,82,98,90,90,FALSE
30,118,197,81,98,90,90,FALSE
29,118,197,81,98,90,90,FALSE
28,113,196,79,98,90,89,FALSE
27,113,194,79,98,92,88,FALSE
26,113,193,79,98,92,82,FALSE
25,113,192,79,98,88,82,FALSE
25,114,193,79,98,88,83,FALSE
25,114,193,79,98,88,83,FALSE
25,114,192,79,98,88,83,FALSE
24,115,193,79,98,88,87,FALSE
25,115,194,80,98,88,87,FALSE
27,113,195,80,98,88,87,FALSE
27,113,194,78,98,91,87,FALSE
27,113,193,78,98,91,83,FALSE
27,114,193,79,98,88,83,FALSE
26,116,194,80,98,88,84,FALSE
27,116,194,80,98,88,84,FALSE
27,117,194,81,98,88,85,FALSE
27,119,195,83,98,90,92,FALSE
33,119,195,83,98,90,93,FALSE
33,120,196,84,98,92,94,FALSE
33,121,198,85,98,92,95,FALSE
33,121,197,85,98,94,97,FALSE
33,123,199,86,98,94,97,FALSE
33,123,200,86,98,96,97,FALSE
29,123,200,86,98,96,97,FALSE
29,125,201,87,98,97,97,FALSE
29,124,201,87,98,97,96,FALSE
28,124,201,87,98,97,96,FALSE
27,125,202,87,98,97,96,FALSE
29,124,202,86,98,97,96,FALSE
32,122,201,85,98,96,96,FALSE
31,122,201,85,98,96,94,FALSE
29,120,200,84,98,95,93,FALSE
31,119,198,83,98,95,91,FALSE
30,119,197,83,98,92,90,FALSE
29,118,197,82,98,92,89,FALSE
37,117,195,81,98,91,89,FALSE
37,117,195,81,98,91,89,FALSE
36,116,195,81,98,89,89,FALSE
35,115,193,80,98,89,89,FALSE
35,115,194,80,98,89,89,FALSE
35,115,194,80,98,89,89,FALSE
35,115,193,80,98,89,89,FALSE
35,115,193,80,98,89,88,FALSE
34,115,194,80,98,88,87,FALSE
31,115,194,80,98,88,86,FALSE
31,115,194,80,98,87,86,FALSE
31,115,194,80,98,87,86,FALSE
30,114,193,79,98,87,86,FALSE
30,115,193,80,98,87,86,FALSE
30,116,194,80,98,86,85,FALSE
32,116,193,80,98,86,85,FALSE
31,117,195,81,98,86,85,FALSE
30,117,196,81,98,86,85,FALSE
32,118,195,82,98,86,86,FALSE
32,118,196,82,98,86,87,FALSE
32,118,197,82,98,87,87,FALSE
31,118,197,82,98,87,87,FALSE
31,118,197,82,98,87,87,FALSE
28,118,197,82,98,87,86,FALSE
32,118,197,82,98,87,86,FALSE
31,119,198,82,98,87,86,FALSE
33,119,198,82,98,86,86,FALSE
33,119,197,82,98,86,86,FALSE
32,119,198,82,98,86,86,FALSE
31,118,197,81,98,86,86,FALSE
31,118,196,81,98,86,85,FALSE
31,118,197,82,98,86,85,FALSE
